Index,Company
2680_part3,BHARAT OMAN REFINERIES LIMITED
2681_part3,BHARAT PETROLEUM CORPORATION LTD.
2682_part3,BP PLC
2683_part3,CANAL COMPANIES
2684_part3,CEPSA TRADING SAU
2685_part3,CHEVRON CORPORATION
2686_part3,CHINA INTERNATIONAL UNITED PETROLEUM AND CHEMICALS CO.LTD. (UNIPEC)
2687_part3,CHINA NATIONAL PETROLEUM CORPORATION (CNPC)
2688_part3,CHINA OFFSHORE OIL (SINGAPORE) INTERNATIONAL PTE LTD
2689_part3,ENI TRADING & SHIPPING SPA
2690_part3,EMIRATES NATIONAL OIL COMPANY
2691_part3,EQUINOR ASA
2692_part3,EXXON MOBIL CORPORATION
2693_part3,GS CALTEX SINGAPORE PTE. LTD.
2694_part3,GUNVOR GROUP LTD
2695_part3,HELLENIC PETROLEUM SA
2696_part3,HINDUSTAN PETROLEUM CORPORATION LIMITED
2697_part3,HINDUSTAN PETROLEUM CORPORATION LIMITED; MITTAL ENERGY LIMITED
2698_part3,INDIAN OIL CORPORATION LIMITED
2699_part3,IPLOM INTERNATIONAL SA
2700_part3,IRAQI OIL TANKERS COMPANY (IOTC)
2701_part3,IRAQ PETROLEUM TRADING DMCC
2702_part3,IRAQ STAR OIL SERVICES COMPANY
2703_part3,JXTG NIPPON OIL & ENERGY CORPORATION
2704_part3,KAZMUNAYGAS TRADING AG (KMGT)
2705_part3,KOCH SUPPLY AND TRADING LP
2706_part3,LITASCO MIDDLE EAST DMCC
2707_part3,MOL HUNGARIAN OIL AND GAS PUBLIC LIMITED COMPANY
2708_part3,MOTOR OIL (HELLAS) CORINTH REFINERIES SA
2709_part3,NAYARA ENERGY LIMITED
2710_part3,NAFTIRAN INTERTRADE COMPANY LTD (NICO)
2711_part3,PBF HOLDING COMPANY LLC
2712_part3,PETRO-DIAMOND SINGAPORE (PTE) LTD
2713_part3,PETROLEO BRASILEIRO (PETROBRAS)
2714_part3,PETROGAL SA
2715_part3,PETRONAS CARIGALI IRAQ HOLDING B.V.
2716_part3,VIETNAM OIL AND GAS GROUP
2717_part3,PHILLIPS 66 INTERNATIONAL TRADING PTE . LTD.
2718_part3,PV OIL SINGAPORE PTE . LTD.
2719_part3,RELIANCE INDUSTRIES LIMITED
2720_part3,REPSOL SA
2721_part3,SARAS S.P.A
2722_part3,SHELL EASTERN TRADING (PTE) LTD
2723_part3,SINOCHEM INTERNATIONAL OIL (LONDON) CO LTD.
2724_part3,SK ENERGY CO LTD
2725_part3,STATE OIL COMPANY OF THE AZERBAIJAN REPUBLIC
2726_part3,TAURUS OIL AND GAS LIMITED
2727_part3,THE EGYPTIAN GENERAL PETROLEUM CORPORATION (EGPC)
2728_part3,TOTSA TOTAL OIL TRADING SA
2729_part3,TOYOTA TSUSHO CORPORATION
2730_part3,TURKISH PETROLEUM REFINERIES CORP. (TUPRAS)
2731_part3,VALERO MARKETING AND SUPPLY COMPANY
2732_part3,EBS PETROLEUM COMPANY LIMITED
2733_part3,AL WAHA PETROLEUM CO. LTD.
2734_part3,BASRAH OIL COMPANY (INCLUDING OCCIDENTAL)
2735_part3,BP IRAQ N.V.
2736_part3,CHINA NATIONAL OFFSHORE CORPORATION (CNOOC) IRAQ LIMITED
2737_part3,DRAGON OIL LIMITED
2738_part3,ENI IRAQ B.V.
2739_part3,EXXON MOBIL IRAQ LIMITED
2740_part3,GASPROM NEFT BADRA B.V.
2741_part3,ITOCHU OIL EXPLORATION IRAQ (B.V)
2742_part3,JAPEX GARRAF LTD
2743_part3,KOGAS IRAQ B.V
2744_part3,KUWAIT ENERGY CO
2745_part3,LUKOIL MID – EAST LIMITED
2746_part3,OCCIDENTAL ENERGY IRAQ LLC
2747_part3,PETROCHINA IRAQ OPERATIONS
2748_part3,PT PERTAMINA IRAK
2749_part3,SHELL IRAQ PETROLEUM DEVELOPMENT B.V.
2750_part3,TOTSA TOTAL
2751_part3,TP BADRA LTD.
2752_part3,TP MISSAN LIMITED
2753_part3,PETRONAS
2754_part3,JAPEX
2755_part3,PETROCHINA
2756_part3,TOTAL S.A
2757_part3,BRITISH PETROLEUM
2758_part3,ENI
2759_part3,KOGAS
2760_part3,EXXONMOBIL
2761_part3,ITOCHU OIL
2762_part3,LUKOIL
2763_part3,SHELL IRAQ DEVELOPMENT
2764_part3,KUWAIT ENERGY
2765_part3,DRAGON OIL
2766_part3,EGYPTIAN GENERAL PETROLEUM CORPORATION
2767_part3,TPAO
2768_part3,AGM INC.
2769_part3,TROY RESOURCES INC
2770_part3,ADAMANTIUM HOLDINGS
2771_part3,INNOVATIVE MINING
2772_part3,GREY WOLF RESOURCES
2773_part3,TESOURO RESOURCES
2774_part3,CHINA JIAHAU CORPORATION INC.
2775_part3,BAUXITE COMPANY OF GUYANA INC
2776_part3,HOPKINSON MORRIS & SHAWN
2777_part3,RAMNARINE
2778_part3,RORAIMA GEMS
2779_part3,KASSIM WAZIM
2780_part3,ALPHONSO CLINTON
2781_part3,AZEEM BAKSH
2782_part3,DISARZ JEANNE GESEL
2783_part3,BABOOLALL CHUNILALL
2784_part3,METHURAM SURAJ
2785_part3,BHABENDRA BADRINAUTH
2786_part3,GHANESH MOHINDERNAUTH
2787_part3,THAKUR VINCENT AND ADOLPH
2788_part3,MAHADEO GURDEV
2789_part3,GOLD TARGET EXPORT
2790_part3,BOSAI MINERALS GUYANA INC
2791_part3,GUYANA INDUSTRIAL MINERAL GIMIN
2792_part3,ROMANEX GUYANA EXPLORATION LTD.
2793_part3,ONTARIO INC.
2794_part3,PEREIRA MINING CO.
2795_part3,CORREIA MINING CO.
2796_part3,NORTH AMERICAN RESOURCES INC. LTD.
2797_part3,J&D MINING
2798_part3,R MINING INC.
2799_part3,NEW EAST INTERNATIONAL
2800_part3,WAL JAYS MINING
2801_part3,HIGGINS WINSLOW THEOPILUS
2802_part3,MAHADEO MILLBURN
2803_part3,HARPY INVESTMENTS
2804_part3,ARANKA GOLD INCORPORATED
2805_part3,BARACARA QUARRIES INC
2806_part3,GUYANA MANGANESE INC.
2807_part3,TOOLSIE PERSAUD QUARRIES
2808_part3,HENRY ALPHONSO
2809_part3,PARMESHWAR JAGMOHAN
2810_part3,MOHAMED'S ENTERPRISE
2811_part3,EL DORADO TRADING
2812_part3,PURE DIAMOND INC.
2813_part3,EXCEL MINERALS
2814_part3,DINAR TRADING
2815_part3,CGX RESOURCES INC.
2816_part3,REPSOL EXPLORATION GUYANA
2817_part3,TULLOW GUYANA B.V
2818_part3,MID ATLANTIC OIL & GAS INC
2819_part3,JHI ASSOCIATES (BVI) INC
2820_part3,ESSO EXPLORATION & PRODUCTION GUYANA LTD
2821_part3,RATIO GUYANA LTD.
2822_part3,CATALEYA ENERGY LTD
2823_part3,ECO (ATLANTIC) GUYANA INC
2824_part3,CNOOC NEXEN
2825_part3,HESS CORPORATION
2826_part3,ON ENERGY INC.
2827_part3,AMOCO TRINIDAD GAS BVTRINIDAD BRANCH
2828_part3,BP EXPLORATION OPERATING CO LTD TRINIDAD BRANCH
2829_part3,BP TRINIDAD AND TOBAGO LLC TRINIDAD BRANCH
2830_part3,BP TRINIDAD PROCESSING LIMITED
2831_part3,SHELL TRINIDAD BLOCK E LIMITED
2832_part3,BG INTERNATIONAL LIMITED
2833_part3,SHELL TRINIDAD 5(A) LIMITED
2834_part3,SHELL TRINIDAD AND TOBAGO RESOURCES SRL
2835_part3,SHELL TRINIDAD AND TOBAGO LIMITED
2836_part3,BG CENTRAL BLOCK LIMITED
2837_part3,BHP BILLITON PETROLEUM (TRINIDAD BLOCK 3) LIMITED
2838_part3,BHP BILLITON PETROLEUM (TRINIDAD BLOCK 7) LIMITED
2839_part3,BHP BILLITON PETROLEUM (TRINIDAD BLOCK 14) LIMITED
2840_part3,BHP BILLITON PETROLEUM (BLOCK 23A) LIMITED
2841_part3,BHP BILITON PETROLEUM (BLOCK 23 B) LIMITED
2842_part3,BHP BILLITON (TRINIDAD-3A) LIMITED
2843_part3,BHP BILLITON (TRINIDAD-2C) LIMITED
2844_part3,BHP BILLITON (TRINIDAD BLOCK 5) LIMITED
2845_part3,BHP BILLITON (TRINIDAD BLOCK 6) LIMITED
2846_part3,BHP BILLITON (TRINIDAD BLOCK 28) LIMITED
2847_part3,BHP BILLITON (TRINIDAD BLOCK 29) LIMITED
2848_part3,CENTRICA (HORNE & WREN) (BLK1A)
2849_part3,CENTRICA NORTH SEA GAS LTD - (BLK 1B)
2850_part3,CENTRICA NORTH SEA OIL LTD (NCMA4)
2851_part3,CENTRICA RESOURCES LTD (BLK22)
2852_part3,DE NOVO BLOCK 1A LIMITED
2853_part3,DE NOVO BLOCK 1B LIMITED
2854_part3,EOG RESOURCES TRINIDAD 4(A) UNLIMITED
2855_part3,EOG RESOURCES TRINDAD LIMITED
2856_part3,EOG RESOURCES TRINIDAD - U(A) BLOCK LIMITED
2857_part3,EOG RESOURCES TRINIDAD U(B) BLOCK UNLIMITED
2858_part3,LEASE OPERATORS LTD
2859_part3,THE NATIONAL GAS COMPANY OF TRINIDAD AND TOBAGO
2860_part3,NGC PIPELINE COMPANY LIMITED
2861_part3,NGC E&P INVESTMENTS (NETHERLANDS) B.V.
2862_part3,PETROLEUM COMPANY OF TRINIDAD AND TOBAGO LTD.
2863_part3,POINT FORTIN LNG EXPORTS LIMITED
2864_part3,TOUCHSTONE EXPLORATION (TRINIDAD) LTD
2865_part3,TRINIDAD AND TOBAGO MARINE PETROLEUM COMPANY LIMITED
2866_part3,TRINIDAD AND TOBAGO LNG LIMITED
2867_part3,PRIMERA OIL AND GAS LTD
2868_part3,PERENCO TRINIDAD AND TOBAGO LIMITED
2869_part3,REPSOL ANGOSTURA LIMITED
2870_part3,TRINITY EXPLORATION AND PRODUCTION (GALEOTA) LIMITED
2871_part3,TRINITY EXPLORATION AND PRODUCTION (TRINIDAD AND TOBAGO) LTD
2872_part3,OILBELT SERVICES LTD
2873_part3,NATIONAL QUARRIES COMPANY LIMITED
2874_part3,LAKE ASPHALT OF TRINIDAD AND TOBAGO
2875_part3,HERMITAGE LIMESTONE LIMITED
2876_part3,AMOCO TRINIDAD GAS BVTRINIDAD BRANCH
2877_part3,BP EXPLORATION OPERATING CO LTD TRINIDAD BRANCH
2878_part3,BP TRINIDAD AND TOBAGO LLC TRINIDAD BRANCH
2879_part3,BP TRINIDAD PROCESSING LIMITED
2880_part3,SHELL TRINIDAD BLOCK E LIMITED
2881_part3,BG INTERNATIONAL LIMITED
2882_part3,SHELL TRINIDAD 5(A) LIMITED
2883_part3,SHELL TRINIDAD AND TOBAGO RESOURCES SRL
2884_part3,SHELL TRINIDAD AND TOBAGO LIMITED
2885_part3,BG CENTRAL BLOCK LIMITED
2886_part3,BHP BILLITON PETROLEUM (TRINIDAD BLOCK 3) LIMITED
2887_part3,BHP BILLITON PETROLEUM (TRINIDAD BLOCK 7) LIMITED
2888_part3,BHP BILLITON PETROLEUM (TRINIDAD BLOCK 14) LIMITED
2889_part3,BHP BILLITON PETROLEUM (BLOCK 23A) LIMITED
2890_part3,BHP BILITON PETROLEUM (BLOCK 23 B) LIMITED
2891_part3,BHP BILLITON (TRINIDAD-3A) LIMITED
2892_part3,BHP BILLITON (TRINIDAD-2C) LIMITED
2893_part3,BHP BILLITON (TRINIDAD BLOCK 5) LIMITED
2894_part3,BHP BILLITON (TRINIDAD BLOCK 6) LIMITED
2895_part3,BHP BILLITON (TRINIDAD BLOCK 28) LIMITED
2896_part3,BHP BILLITON (TRINIDAD BLOCK 29) LIMITED
2897_part3,CENTRICA (HORNE & WREN) (BLK1A)
2898_part3,CENTRICA NORTH SEA GAS LTD - (BLK 1B)
2899_part3,CENTRICA NORTH SEA OIL LTD (NCMA4)
2900_part3,CENTRICA RESOURCES LTD (BLK22)
2901_part3,DE NOVO BLOCK 1A LIMITED
2902_part3,DE NOVO BLOCK 1B LIMITED
2903_part3,EOG RESOURCES TRINIDAD 4(A) UNLIMITED
2904_part3,EOG RESOURCES TRINDAD LIMITED
2905_part3,EOG RESOURCES TRINIDAD - U(A) BLOCK LIMITED
2906_part3,EOG RESOURCES TRINIDAD U(B) BLOCK UNLIMITED
2907_part3,LEASE OPERATORS LTD
2908_part3,THE NATIONAL GAS COMPANY OF TRINIDAD AND TOBAGO
2909_part3,NGC PIPELINE COMPANY LIMITED
2910_part3,NGC E&P INVESTMENTS (NETHERLANDS) B.V.
2911_part3,PETROLEUM COMPANY OF TRINIDAD AND TOBAGO LTD.
2912_part3,POINT FORTIN LNG EXPORTS LIMITED
2913_part3,TOUCHSTONE EXPLORATION (TRINIDAD) LTD
2914_part3,TRINIDAD AND TOBAGO MARINE PETROLEUM COMPANY LIMITED
2915_part3,TRINIDAD AND TOBAGO LNG LIMITED
2916_part3,PRIMERA OIL AND GAS LTD
2917_part3,PERENCO TRINIDAD AND TOBAGO LIMITED
2918_part3,REPSOL ANGOSTURA LIMITED
2919_part3,TRINITY EXPLORATION AND PRODUCTION (GALEOTA) LIMITED
2920_part3,TRINITY EXPLORATION AND PRODUCTION (TRINIDAD AND TOBAGO) LTD
2921_part3,OILBELT SERVICES LTD
2922_part3,NATIONAL QUARRIES COMPANY LIMITED
2923_part3,LAKE ASPHALT OF TRINIDAD AND TOBAGO
2924_part3,HERMITAGE LIMESTONE LIMITED
2925_part3,UKRGAZVYDOBUVANNIA JSC
2926_part3,NAFTOGAZ OF UKRAINE NJSC
2927_part3,UKRNAFTA PJSC
2928_part3,NAFTOGAZVYDOBUVANNIA PRJSC
2929_part3,ENERGY & SERVICE COMPANY ESCO-PIVNICH LLC
2930_part3,VYDOBUVNA KOMPANIIA UKRNAFTOBURINNIA PRJSC
2931_part3,NATURAL RESOURCES PRJSC
2932_part3,POLTAVA PETROLEUM COMPANY JV
2933_part3,CUB-GAZ LLC
2934_part3,UKRGAZVYDOBUTOK PRJSC
2935_part3,PERSHA UKRAIINSKA GAZONAFTOVA KOMPANIIA LLC
2936_part3,REPRESENTATIVE OFFICE OF REGAL PETROLEUM CORPORATION LIMITED
2937_part3,NADRA-GEOINVEST LLC
2938_part3,ENERGY-95 LLC
2939_part3,SYSTEMOILENGINEERING LLC
2940_part3,JV UKRCARPATOIL LTD LLC
2941_part3,KASHTAN PETROLEUM LTD JV
2942_part3,PROM-ENERGO PRODUCT LLC
2943_part3,NORDIC PE
2944_part3,UKRTRANSGAZ JSC
2945_part3,UKRTRANSNAFTA JSC
2946_part3,ARCELORMITTAL KRYVIY RIH PJSC
2947_part3,NORTHERN MINING AND PROCESSING PLANT JSC
2948_part3,SOUTHERN MINING FACTORY JSC
2949_part3,INGULETS IRON ORE ENRICHMENT WORKS PRJSC
2950_part3,FERREXPO POLTAVA MINING PRJSC
2951_part3,CENTRAL IRON ORE ENRICHMENT WORKS PRJSC
2952_part3,KRIVOJ ROG`S IRON-ORE COMBINE PJSC
2953_part3,THE FOREIGN INVESTMENT ENTERPRISE ZAPORIZHZHIA IRON ORE INDUSTRIAL COMPLEX PRJSC
2954_part3,FERREXPO YERISTOVO MINING LLC
2955_part3,UNITED MINING AND CHEMICAL COMPANY JSC
2956_part3,POKROVSKYI GZK JSC
2957_part3,MARGANETS GZK JSC
2958_part3,DTEK PAVLOGRADUGOL PRJSC
2959_part3,DTEK DOBROPOLYEUGOL LLC
2960_part3,SELYDIVVUHILLIA SE
2961_part3,LVIVVUHILLIA SE
2962_part3,VUHILNA KOMPANIIA KRASNOLYMANSKA SE
2963_part3,MYRNOHRADVUHILLIA SE
2964_part3,LYSYCHANSKVUHILLIA PJSC
2965_part3,TORETSKVUHILLIA SE
2966_part3,SHAKHTOUPRAVLINNIA PIVDENNODONBASKE NO 1 SE
2967_part3,MINE NAMED AFTER M. S. SURGAI SE
2968_part3,NAFTOGAZ OF UKRAINE NJSC
2969_part3,UKRGASVYDOBUVANNYA JSC
2970_part3,UKRNAFTA PJSC
2971_part3,UKRTRANSGAZ JSC
2972_part3,NAFTOGAZVYDOBUVANNYA PRJSC
2973_part3,VYDOBUVNA KOMPANIIA UKRNAFTOBURINNIA PRJSC
2974_part3,ENERGY & SERVICE COMPANY ESCO-PIVNICH LLC
2975_part3,NATURAL RESOURCES PRJSC
2976_part3,UKRTRANSNAFTA JSC
2977_part3,POLTAVA PETROLEUM COMPANY JV
2978_part3,KUB-GAZ LLC
2979_part3,SYSTEMOILINGENERYNG LLC
2980_part3,PERSHA UKRAIINSKA GAZONAFTOVA KOMPANIIA LLC
2981_part3,JOINT VENTURE UKRKARPATOIL LTD LLC
2982_part3,NORDIK PRIVATE ENTERPRISE
2983_part3,JOINT ACTIVITY AGREEMENT OF 24/12/1997 № 999/97 - OPERATED BY POLTAVANAFTOGAZ OPMO OF UKRNAFTA PJSC (22525915)
2984_part3,STRYINAFTOGAZ LLC
2985_part3,ENERGIIA-95 LLC
2986_part3,KASHTAN PETROLEUM LTD JV
2987_part3,ZAKHIDNADRASERVIS LLC
2988_part3,NADRA-GEOINVEST LLC
2989_part3,JOINT ACTIVITY AGREEMENT OF 01/01/1999 NO. 35/4 – AUTHORIZED ENTITY HALS-K PRJSC (31566427)
2990_part3,ARCELORMITTAL KRYVYI RIH PJSC
2991_part3,SOUTHERN MINING FACTORY JSC
2992_part3,NORTHERN IRON ORE ENRICHMENT WORKS PRJSC
2993_part3,FERREXPO POLTAVA MINING PRJSC
2994_part3,INGULETS IRON ORE ENRICHMENT WORKS PRJSC
2995_part3,CENTRAL IRON ORE ENRICHMENT WORKS PRJSC
2996_part3,KRIVOJ ROG`S IRON-ORE COMBINE PJSC
2997_part3,UNITED MINING AND CHEMICAL COMPANY JSC
2998_part3,THE FOREIGN INVESTMENT ENTERPRISE ZAPORIZHZHIA IRON ORE INDUSTRIAL COMPLEX PRJSC
2999_part3,POKROVSKYI GZK JSC
3000_part3,SUHA BALKA PRJSC
3001_part3,FERREXPO YERISTOVO MINING LLC
3002_part3,MARGANETS GZK JSC
3003_part3,DTEK PAVLOGRADUGOL PRJSC
3004_part3,SHAKHTOUPRAVLINNIA POKROVSKE PJSC
3005_part3,DTEK DOBROPOLYEUGOL LLC
3006_part3,LVIVVUGHILIYA SE
3007_part3,SELYDIVVUHILLIA SE
3008_part3,MYRNOHRADUGOL SE
3009_part3,PERVOMAYSKVUHILLA SE
3010_part3,LYSYCHANSKVUHILLYA PJSC
3011_part3,VUHILNA KOMPANIIA KRASNOLYMANSKA SE
3012_part3,SHAKHTOUPRAVLINNIA PIVDENNODONBASKE NO 1 SE
3013_part3,TORETSKVUGILLYA SE
3014_part3,BILOZERSKA MINE SLC
3015_part3,MINE NAMED AFTER M. S. SURGAI SE
3016_part3,UKRGASVYDOBUVANNYA JSC
3017_part3,NAFTOGAZ OF UKRAINE NJSC
3018_part3,UKRNAFTA PJSC
3019_part3,NAFTOGAZVYDOBUVANNIA PRJSC
3020_part3,ENERGY & SERVICE COMPANY ESCO-PIVNICH LLC
3021_part3,VYDOBUVNA KOMPANIIA UKRNAFTOBURINNIA PRJSC
3022_part3,NATURAL RESOURCES PRJSC
3023_part3,POLTAVA PETROLEUM COMPANY JV
3024_part3,KUB-GAZ LLC
3025_part3,PERSHA UKRAIINSKA GAZONAFTOVA KOMPANIIA LLC
3026_part3,NADRA-GEOINVEST LLC
3027_part3,ENERGIIA-95 LLC
3028_part3,SYSTEMOILINGENERYNG LLC
3029_part3,JOINT VENTURE UKRKARPATOIL LTD LLC
3030_part3,KASHTAN PETROLEUM LTD JV
3031_part3,NORDIK PRIVATE ENTERPRISE
3032_part3,1/1999 NO. 35/4 – AUTHORIZED ENTITY HALS-K PRJSC (31566427)
3033_part3,ZAKHIDNADRASERVICE LLC
3034_part3,STRIYNAFTOGAZ LLC
3035_part3,ARCELORMITTAL KRYVYI RIH PJSC
3036_part3,NORTHERN IRON ORE ENRICHMENT WORKS PRJSC
3037_part3,SOUTHERN MINING FACTORY JSC
3038_part3,CENTRAL IRON ORE ENRICHMENT WORKS PRJSC
3039_part3,FERREXPO POLTAVA MINING PRJSC
3040_part3,INGULETS IRON ORE ENRICHMENT WORKS PRJSC
3041_part3,KRIVOJ ROG`S IRON-ORE COMBINE PJSC
3042_part3,THE FOREIGN INVESTMENT ENTERPRISE ZAPORIZHZHIA IRON ORE INDUSTRIAL COMPLEX PRJSC
3043_part3,SUHA BALKA PRJSC
3044_part3,FERREXPO YERISTOVO MINING LLC
3045_part3,UNITED MINING AND CHEMICAL COMPANY JSC
3046_part3,POKROVSKYI GZK JSC
3047_part3,MARGANETS GZK JSC
3048_part3,DTEK PAVLOGRADUGOL PRJSC
3049_part3,SHAKHTOUPRAVLINNIA POKROVSKE PJSC
3050_part3,DTEK DOBROPOLYEUGOL LLC
3051_part3,SELYDIVVUHILLIA SE
3052_part3,LVIVVUHILLIA SE
3053_part3,VUHILNA KOMPANIIA KRASNOLYMANSKA SE
3054_part3,MYRNOHRADVUHILLIA SE
3055_part3,PERVOMAISKVUHILLIA SE
3056_part3,LYSYCHANSKVUHILLIA PJSC
3057_part3,SHAKHTOUPRAVLINNIA PIVDENNODONBASKE NO 1 SE
3058_part3,TORETSKVUHILLIA SE
3059_part3,MINE NAMED AFTER M. S. SURGAI SE
3060_part3,BILOZERSKA MINE DLC
3061_part3,UKRTRANSGAZ JSC
3062_part3,UKRTRANSNAFTA JSC
3063_part3,NAFTOGAZ OF UKRAINE NJSC
3064_part3,UKRNAFTA PJSC
3065_part3,UKRGAZVYDOBUVANNYA JSC
3066_part3,NAFTOGAZVYDOBUVANNYA PRJSC
3067_part3,VYDOBUVNA KOMPANIIA UKRNAFTOBURINNIA PRJSC
3068_part3,ENERGY & SERVICE COMPANY ESCO-PIVNICH LLC
3069_part3,POLTAVA PETROLEUM COMPANY JV
3070_part3,OIL&GAS GEOEXPLORING LLC
3071_part3,NATURAL RESOURCES PRJSC
3072_part3,REPRESENTATIVE OFFICE OF REGAL PETROLEUM CORPORATION LIMITED
3073_part3,UKRGAZVYDOBUTOK PRJSC
3074_part3,JV UKRKARPATOIL LTD LLC
3075_part3,NADRA-GEOINVEST LLC
3076_part3,KUB-GAZ LLC
3077_part3,PERSHA UKRAIINSKA GAZONAFTOVA KOMPANIIA LLC
3078_part3,NORDIK PE
3079_part3,SYSTEMOILINGENERING LLC
3080_part3,ZAKHIDNADRASERVICE LLC
3081_part3,ENERGY-95 LLC
3082_part3,STRYINAFTOGAZ LLC
3083_part3,PROM-ENERGO PRODUCT LLC
3084_part3,JOINT ACTIVITY AGREEMENT OF 24/12/1997 NO. 999/97. OPERATOR - POLTAVANAFTOGAZ NGDU OF UKRNAFTA PJSC (22525915)
3085_part3,GAS TRANSMISSION SYSTEM OPERATOR OF UKRAINE LLC
3086_part3,UKRTRANSGAZ JSC
3087_part3,UKRTRANSNAFTA JSC
3088_part3,ARCELORMITTAL KRYVYI RIH PJSC
3089_part3,SOUTHERN IRON ORE ENRICHMENT WORKS JSC
3090_part3,POLTAVA IRON ORE ENRICHMENT WORKS PRJSC
3091_part3,NOTHERN IRON ORE ENRICHMENT WORKS PRJSC
3092_part3,INGULETS IRON ORE ENRICHMENT WORKS PRJSC
3093_part3,CENTRAL IRON ORE ENRICHMENT WORKS PRJSC
3094_part3,THE FOREIGN INVESTMENT ENTERPRISE ZAPORIZHZHIA IRON ORE INDUSTRIAL COMPLEX PRJSC
3095_part3,KRIVYI RIG IRON-ORE COMBINE PJSC
3096_part3,SUHA BALKA PRJSC
3097_part3,YERYSTIV IRON-ORE ENRICHMENT WORKS LLC
3098_part3,RUDOMAIN LLC
3099_part3,POKROVSKYI GZK JSC
3100_part3,MARGANETS MINING AND PROCESSING PLANT PJSC
3101_part3,UNITED MINING AND CHEMICAL COMPANY JSC
3102_part3,VELTA LLC
3103_part3,DTEK PAVLOHDACOAL PRJSC
3104_part3,COLLIERY GROUP POKROVS’KE PJSC
3105_part3,DTEK DOBROPOLYEUGOL LLC
3106_part3,LVIVVUHILLIA SE
3107_part3,SELYDIVVUHILLIA SE
3108_part3,PERVOMAISKVUHILLIA SE
3109_part3,MYRNOHRADVUHILLIA SE
3110_part3,LYSYCHANSKVUHILLIA JSC
3111_part3,BILOZERSKA MINE LLC
3112_part3,TORETSKVUHILLIA SE
3113_part3,MINE NAMED AFTER M. S. SURGAI SE
3114_part3,MINE ADMINISTRATION PIVDENNODONBASKE #1 SE
3115_part3,KRASNOLYMANSKA COAL MINING COMPANY SE
3116_part3,VOLYNVUHILLIA SE
3117_part3,AGGREGATE INDUSTRIES UK LTD
3118_part3,ALBION STONE
3119_part3,BREEDON GROUP PLC (INCORPORATED IN JERSEY)
3120_part3,BRETT GROUP
3121_part3,BRITANNIA AGGREGATES LTD
3122_part3,CEMEX UK MATERIALS LTD
3123_part3,CLEVELAND POTASH LTD
3124_part3,DEME BUILDING MATERIALS LTD
3125_part3,HANSON UK GROUP
3126_part3,IRISH SALT MINING & EXPLORATION CO. LTD
3127_part3,LLANELLI SAND DREDGING LTD
3128_part3,TARMAC HOLDINGS LIMITED
3129_part3,THE BANKS GROUP
3130_part3,VAN OORD UK LTD
3131_part3,VOLKER DREDGING LTD
3132_part3,WESTMINSTER GRAVELS LTD
3133_part3,ALPHA PETROLEUM
3134_part3,ANASURIA HIBISCUS UK LTD
3135_part3,APACHE CORPORATION
3136_part3,BHP BILLITON PETROLEUM GREAT BRITAIN LTD
3137_part3,BP UK GROUP
3138_part3,CALENERGY GAS LTD
3139_part3,CENTRICA
3140_part3,CHEVRON NORTH SEA LTD
3141_part3,CHRYSAOR HOLDINGS LTD
3142_part3,CNR INTERNATIONAL UK INVESTMENTS LTD
3143_part3,CONOCOPHILLIPS UK LTD
3144_part3,DANA PETROLEUM LTD
3145_part3,DYAS UK LIMITED
3146_part3,ENDEAVOUR ENERGY UK LTD
3147_part3,ENI UK LTD
3148_part3,ENQUEST PLC
3149_part3,EQUINOR UK LTD (STATOIL UK LTD)
3150_part3,EXXONMOBIL INTERNATIONAL LTD
3151_part3,HESS LTD
3152_part3,HURRICANE ENERGY PLC
3153_part3,IGAS ENERGY PLC
3154_part3,INEOS INDUSTRIES
3155_part3,ITHACA ENERGY UK
3156_part3,MARATHON OIL UK LLC
3157_part3,MARUBENI OIL & GAS UK LTD
3158_part3,NEPTUNE ENERGY (ENGIE E&P UK LTD)
3159_part3,NEXEN PETROLEUM UK LTD
3160_part3,NSMP OPERATIONS LTD
3161_part3,ORANJE-NASSAU ENERGIE RESOURCES LTD
3162_part3,PERENCO UK LTD
3163_part3,PREMIER OIL PLC
3164_part3,REPSOL SINOPEC RESOURCES UK LTD
3165_part3,ROYAL DUTCH SHELL PLC
3166_part3,SICCAR POINT ENERGY (HOLDINGS) LTD [INCL. OMV (U.K.) LTD]
3167_part3,SSE E&P UK LTD
3168_part3,SUMMIT EXPLORATION AND PRODUCTION
3169_part3,SUNCOR ENERGY UK LTD
3170_part3,TAQA BRATANI LTD
3171_part3,TOTAL E&P UK LTD
3172_part3,AGGREGATE INDUSTRIES UK LTD
3173_part3,ALBION STONE
3174_part3,ALPHA PETROLEUM
3175_part3,ANASURIA HIBISCUS UK LTD
3176_part3,APACHE CORPORATION
3177_part3,BHP BILLITON PETROLEUM GREAT BRITAIN LTD
3178_part3,BP UK GROUP
3179_part3,BREEDON GROUP PLC (INCORPORATED IN JERSEY)
3180_part3,BRETT GROUP
3181_part3,BRITANNIA AGGREGATES LTD
3182_part3,CALENERGY GAS LTD
3183_part3,CEMEX UK MATERIALS LTD
3184_part3,CENTRICA
3185_part3,CHRYSAOR
3186_part3,CLEVELAND POTASH LTD
3187_part3,CNOOC PETROLEUM EUROPE LIMITED (FORMERLY NEXEN PETROLEUM UK LTD)
3188_part3,CNR INTERNATIONAL UK INVESTMENTS LTD
3189_part3,DANA PETROLEUM LTD
